timestamp,server_label,players,max_players,bots,map,online
2026-08-07T23:01:09,NEXUS,0,64,0,rp_underwater_republic_base,1
2026-08-07T23:01:09,AXIOM,,,,,0
2026-08-07T23:01:09,COSMOS,,,,,0
2026-08-07T23:42:15,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T23:42:15,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T23:42:15,NEXUS,0,64,0,rp_underwater_republic_base,1
2026-08-07T23:42:15,AXIOM,,,,,0
2026-08-07T23:42:15,COSMOS,,,,,0
2026-08-08T00:30:37,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-08T00:30:37,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-08T00:30:37,NEXUS,0,64,0,rp_underwater_republic_base,1
2026-08-08T00:30:37,AXIOM,,,,,0
2026-08-08T00:30:37,COSMOS,,,,,0
2026-08-08T02:30:56,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-08T02:30:56,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-08T02:30:56,NEXUS,0,64,0,rp_underwater_republic_base,1
2026-08-08T02:30:56,AXIOM,,,,,0
2026-08-08T02:30:56,COSMOS,,,,,0
2026-08-08T03:53:30,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-08T03:53:30,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-08T03:53:30,NEXUS,0,64,0,rp_underwater_republic_base,1
2026-08-08T03:53:30,AXIOM,,,,,0
2026-08-08T03:53:30,COSMOS,,,,,0
2026-08-08T04:44:13,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-08T04:44:13,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-08T04:44:13,NEXUS,0,64,0,rp_underwater_republic_base,1
2026-08-08T04:44:13,AXIOM,,,,,0
2026-08-08T04:44:13,COSMOS,,,,,0
2026-08-08T05:27:17,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-08T05:27:17,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-08T05:27:17,NEXUS,0,64,0,rp_underwater_republic_base,1
